device_id,session_id,timestamp,label,confidence,track_id,track_status,x_min,y_min,x_max,y_max,lens_position,iso_sensitivity,exposure_time,filename
insdet-cam01,1,2026-04-16T18:38:36.943605,insect,0.88,2,TRACKED,0.6225,0.6717,0.6786,0.7859,156,368,30.0,insdet-cam01_2026-04-16_18-38-36-943605.jpg
insdet-cam01,1,2026-04-16T18:38:36.943605,insect,0.94,3,TRACKED,0.7083,0.3374,0.7797,0.4733,156,368,30.0,insdet-cam01_2026-04-16_18-38-36-943605.jpg
insdet-cam01,1,2026-04-16T18:38:36.943605,insect,0.9,4,TRACKED,0.1766,0.1288,0.2559,0.2686,156,368,30.0,insdet-cam01_2026-04-16_18-38-36-943605.jpg
insdet-cam01,1,2026-04-16T18:38:36.943605,insect,0.85,6,TRACKED,0.2676,0.6398,0.3202,0.7403,156,368,30.0,insdet-cam01_2026-04-16_18-38-36-943605.jpg
insdet-cam01,1,2026-04-16T18:38:39.077759,insect,0.92,1,TRACKED,0.4563,0.1677,0.5394,0.281,156,133,30.0,insdet-cam01_2026-04-16_18-38-39-077759.jpg
insdet-cam01,1,2026-04-16T18:38:39.077759,insect,0.9,2,TRACKED,0.6221,0.6715,0.6786,0.7859,156,133,30.0,insdet-cam01_2026-04-16_18-38-39-077759.jpg
insdet-cam01,1,2026-04-16T18:38:39.077759,insect,0.94,3,TRACKED,0.708,0.3371,0.7798,0.4751,156,133,30.0,insdet-cam01_2026-04-16_18-38-39-077759.jpg
insdet-cam01,1,2026-04-16T18:38:39.077759,insect,0.91,4,TRACKED,0.1769,0.1315,0.2637,0.2685,156,133,30.0,insdet-cam01_2026-04-16_18-38-39-077759.jpg
insdet-cam01,1,2026-04-16T18:38:39.077759,insect,0.84,6,TRACKED,0.2662,0.6396,0.3204,0.7407,156,133,30.0,insdet-cam01_2026-04-16_18-38-39-077759.jpg
insdet-cam01,1,2026-04-16T18:38:41.142032,insect,0.93,1,TRACKED,0.4563,0.1674,0.5419,0.2822,156,109,30.0,insdet-cam01_2026-04-16_18-38-41-142032.jpg
insdet-cam01,1,2026-04-16T18:38:41.142032,insect,0.9,2,TRACKED,0.6225,0.6732,0.678,0.7857,156,109,30.0,insdet-cam01_2026-04-16_18-38-41-142032.jpg
insdet-cam01,1,2026-04-16T18:38:41.142032,insect,0.94,3,TRACKED,0.7112,0.3371,0.7812,0.4805,156,109,30.0,insdet-cam01_2026-04-16_18-38-41-142032.jpg
insdet-cam01,1,2026-04-16T18:38:41.142032,insect,0.92,4,TRACKED,0.176,0.1302,0.2631,0.2693,156,109,30.0,insdet-cam01_2026-04-16_18-38-41-142032.jpg
insdet-cam01,1,2026-04-16T18:38:41.142032,insect,0.9,6,TRACKED,0.2666,0.6401,0.3205,0.7416,156,109,30.0,insdet-cam01_2026-04-16_18-38-41-142032.jpg
insdet-cam01,1,2026-04-16T18:38:43.256121,insect,0.92,1,TRACKED,0.457,0.1672,0.5414,0.282,156,109,30.0,insdet-cam01_2026-04-16_18-38-43-256121.jpg
insdet-cam01,1,2026-04-16T18:38:43.256121,insect,0.91,2,TRACKED,0.6221,0.6722,0.6782,0.786,156,109,30.0,insdet-cam01_2026-04-16_18-38-43-256121.jpg
insdet-cam01,1,2026-04-16T18:38:43.256121,insect,0.94,3,TRACKED,0.7138,0.3369,0.7806,0.4816,156,109,30.0,insdet-cam01_2026-04-16_18-38-43-256121.jpg
insdet-cam01,1,2026-04-16T18:38:43.256121,insect,0.92,4,TRACKED,0.1757,0.131,0.2629,0.2686,156,109,30.0,insdet-cam01_2026-04-16_18-38-43-256121.jpg
insdet-cam01,1,2026-04-16T18:38:43.256121,insect,0.92,6,TRACKED,0.2664,0.6402,0.3202,0.7412,156,109,30.0,insdet-cam01_2026-04-16_18-38-43-256121.jpg
insdet-cam01,1,2026-04-16T18:38:45.317673,insect,0.92,1,TRACKED,0.4566,0.1673,0.5417,0.282,156,109,30.0,insdet-cam01_2026-04-16_18-38-45-317673.jpg
insdet-cam01,1,2026-04-16T18:38:45.317673,insect,0.91,2,TRACKED,0.6223,0.6723,0.6784,0.7861,156,109,30.0,insdet-cam01_2026-04-16_18-38-45-317673.jpg
insdet-cam01,1,2026-04-16T18:38:45.317673,insect,0.94,3,TRACKED,0.7112,0.3362,0.7802,0.4772,156,109,30.0,insdet-cam01_2026-04-16_18-38-45-317673.jpg
insdet-cam01,1,2026-04-16T18:38:45.317673,insect,0.92,4,TRACKED,0.177,0.1301,0.2679,0.2702,156,109,30.0,insdet-cam01_2026-04-16_18-38-45-317673.jpg
insdet-cam01,1,2026-04-16T18:38:45.317673,insect,0.9,6,TRACKED,0.2666,0.64,0.3204,0.7412,156,109,30.0,insdet-cam01_2026-04-16_18-38-45-317673.jpg
insdet-cam01,1,2026-04-16T18:38:47.380626,insect,0.92,1,TRACKED,0.4568,0.1673,0.5419,0.2809,156,109,30.0,insdet-cam01_2026-04-16_18-38-47-380626.jpg
insdet-cam01,1,2026-04-16T18:38:47.380626,insect,0.91,2,TRACKED,0.6216,0.6725,0.6782,0.7865,156,109,30.0,insdet-cam01_2026-04-16_18-38-47-380626.jpg
insdet-cam01,1,2026-04-16T18:38:47.380626,insect,0.94,3,TRACKED,0.7116,0.3378,0.7804,0.4792,156,109,30.0,insdet-cam01_2026-04-16_18-38-47-380626.jpg
insdet-cam01,1,2026-04-16T18:38:47.380626,insect,0.93,4,TRACKED,0.1763,0.129,0.2681,0.2705,156,109,30.0,insdet-cam01_2026-04-16_18-38-47-380626.jpg
insdet-cam01,1,2026-04-16T18:38:47.380626,insect,0.92,6,TRACKED,0.2666,0.6401,0.3207,0.7411,156,109,30.0,insdet-cam01_2026-04-16_18-38-47-380626.jpg
insdet-cam01,1,2026-04-16T18:38:49.494748,insect,0.93,1,TRACKED,0.4577,0.1682,0.5418,0.2807,156,109,30.0,insdet-cam01_2026-04-16_18-38-49-494748.jpg
insdet-cam01,1,2026-04-16T18:38:49.494748,insect,0.91,2,TRACKED,0.6224,0.6717,0.6781,0.7859,156,109,30.0,insdet-cam01_2026-04-16_18-38-49-494748.jpg
insdet-cam01,1,2026-04-16T18:38:49.494748,insect,0.94,3,TRACKED,0.7132,0.3367,0.7805,0.4754,156,109,30.0,insdet-cam01_2026-04-16_18-38-49-494748.jpg
insdet-cam01,1,2026-04-16T18:38:49.494748,insect,0.91,4,TRACKED,0.1763,0.131,0.2624,0.2692,156,109,30.0,insdet-cam01_2026-04-16_18-38-49-494748.jpg
insdet-cam01,1,2026-04-16T18:38:49.494748,insect,0.87,6,TRACKED,0.267,0.6394,0.3209,0.7418,156,109,30.0,insdet-cam01_2026-04-16_18-38-49-494748.jpg
insdet-cam01,1,2026-04-16T18:38:51.705309,insect,0.93,1,TRACKED,0.4568,0.1671,0.5406,0.2817,156,109,30.0,insdet-cam01_2026-04-16_18-38-51-705309.jpg
insdet-cam01,1,2026-04-16T18:38:51.705309,insect,0.9,2,TRACKED,0.622,0.6717,0.6782,0.7855,156,109,30.0,insdet-cam01_2026-04-16_18-38-51-705309.jpg
insdet-cam01,1,2026-04-16T18:38:51.705309,insect,0.95,3,TRACKED,0.7146,0.3373,0.7801,0.473,156,109,30.0,insdet-cam01_2026-04-16_18-38-51-705309.jpg
insdet-cam01,1,2026-04-16T18:38:51.705309,insect,0.91,4,TRACKED,0.1759,0.1305,0.2619,0.2697,156,109,30.0,insdet-cam01_2026-04-16_18-38-51-705309.jpg
insdet-cam01,1,2026-04-16T18:38:51.705309,insect,0.91,6,TRACKED,0.2664,0.64,0.3206,0.7415,156,109,30.0,insdet-cam01_2026-04-16_18-38-51-705309.jpg
insdet-cam01,1,2026-04-16T18:38:53.817287,insect,0.93,1,TRACKED,0.457,0.1677,0.5419,0.2811,156,109,30.0,insdet-cam01_2026-04-16_18-38-53-817287.jpg
insdet-cam01,1,2026-04-16T18:38:53.817287,insect,0.9,2,TRACKED,0.6224,0.6723,0.6786,0.7859,156,109,30.0,insdet-cam01_2026-04-16_18-38-53-817287.jpg
insdet-cam01,1,2026-04-16T18:38:53.817287,insect,0.94,3,TRACKED,0.7122,0.337,0.7805,0.4763,156,109,30.0,insdet-cam01_2026-04-16_18-38-53-817287.jpg
insdet-cam01,1,2026-04-16T18:38:53.817287,insect,0.94,4,TRACKED,0.1756,0.1307,0.2692,0.2702,156,109,30.0,insdet-cam01_2026-04-16_18-38-53-817287.jpg
insdet-cam01,1,2026-04-16T18:38:53.817287,insect,0.92,6,TRACKED,0.2666,0.64,0.3204,0.7419,156,109,30.0,insdet-cam01_2026-04-16_18-38-53-817287.jpg
insdet-cam01,1,2026-04-16T18:38:56.034695,insect,0.93,1,TRACKED,0.4566,0.1677,0.5415,0.2822,156,109,30.0,insdet-cam01_2026-04-16_18-38-56-034695.jpg
insdet-cam01,1,2026-04-16T18:38:56.034695,insect,0.92,2,TRACKED,0.6219,0.6728,0.6783,0.7855,156,109,30.0,insdet-cam01_2026-04-16_18-38-56-034695.jpg
insdet-cam01,1,2026-04-16T18:38:56.034695,insect,0.94,3,TRACKED,0.7119,0.3366,0.7805,0.4803,156,109,30.0,insdet-cam01_2026-04-16_18-38-56-034695.jpg
insdet-cam01,1,2026-04-16T18:38:56.034695,insect,0.93,4,TRACKED,0.1761,0.13,0.2621,0.2685,156,109,30.0,insdet-cam01_2026-04-16_18-38-56-034695.jpg
insdet-cam01,1,2026-04-16T18:38:56.034695,insect,0.9,6,TRACKED,0.2666,0.6399,0.3204,0.7409,156,109,30.0,insdet-cam01_2026-04-16_18-38-56-034695.jpg
insdet-cam01,1,2026-04-16T18:38:58.245456,insect,0.92,1,TRACKED,0.4568,0.1674,0.5416,0.2813,156,109,30.0,insdet-cam01_2026-04-16_18-38-58-245456.jpg
insdet-cam01,1,2026-04-16T18:38:58.245456,insect,0.9,2,TRACKED,0.6221,0.6721,0.6786,0.7852,156,109,30.0,insdet-cam01_2026-04-16_18-38-58-245456.jpg
insdet-cam01,1,2026-04-16T18:38:58.245456,insect,0.93,3,TRACKED,0.7133,0.3371,0.7808,0.4787,156,109,30.0,insdet-cam01_2026-04-16_18-38-58-245456.jpg
insdet-cam01,1,2026-04-16T18:38:58.245456,insect,0.91,4,TRACKED,0.1761,0.1313,0.2602,0.2678,156,109,30.0,insdet-cam01_2026-04-16_18-38-58-245456.jpg
insdet-cam01,1,2026-04-16T18:38:58.245456,insect,0.92,6,TRACKED,0.2669,0.64,0.3204,0.7416,156,109,30.0,insdet-cam01_2026-04-16_18-38-58-245456.jpg
insdet-cam01,1,2026-04-16T18:39:00.358450,insect,0.93,1,TRACKED,0.4567,0.1674,0.5418,0.2815,156,109,30.0,insdet-cam01_2026-04-16_18-39-00-358450.jpg
insdet-cam01,1,2026-04-16T18:39:00.358450,insect,0.9,2,TRACKED,0.6224,0.6721,0.6784,0.7852,156,109,30.0,insdet-cam01_2026-04-16_18-39-00-358450.jpg
insdet-cam01,1,2026-04-16T18:39:00.358450,insect,0.93,3,TRACKED,0.7138,0.3366,0.7805,0.4739,156,109,30.0,insdet-cam01_2026-04-16_18-39-00-358450.jpg
insdet-cam01,1,2026-04-16T18:39:00.358450,insect,0.93,4,TRACKED,0.1758,0.1304,0.2685,0.27,156,109,30.0,insdet-cam01_2026-04-16_18-39-00-358450.jpg
insdet-cam01,1,2026-04-16T18:39:00.358450,insect,0.92,6,TRACKED,0.2665,0.6398,0.3206,0.7419,156,109,30.0,insdet-cam01_2026-04-16_18-39-00-358450.jpg
insdet-cam01,1,2026-04-16T18:39:02.421069,insect,0.92,1,TRACKED,0.4566,0.1673,0.5418,0.2811,156,109,30.0,insdet-cam01_2026-04-16_18-39-02-421069.jpg
insdet-cam01,1,2026-04-16T18:39:02.421069,insect,0.91,2,TRACKED,0.6225,0.672,0.6781,0.7847,156,109,30.0,insdet-cam01_2026-04-16_18-39-02-421069.jpg
insdet-cam01,1,2026-04-16T18:39:02.421069,insect,0.95,3,TRACKED,0.7133,0.337,0.781,0.4753,156,109,30.0,insdet-cam01_2026-04-16_18-39-02-421069.jpg
insdet-cam01,1,2026-04-16T18:39:02.421069,insect,0.92,4,TRACKED,0.1766,0.1313,0.2614,0.2694,156,109,30.0,insdet-cam01_2026-04-16_18-39-02-421069.jpg
insdet-cam01,1,2026-04-16T18:39:02.421069,insect,0.9,6,TRACKED,0.2665,0.6397,0.3206,0.7414,156,109,30.0,insdet-cam01_2026-04-16_18-39-02-421069.jpg
insdet-cam01,1,2026-04-16T18:39:04.431796,insect,0.92,1,TRACKED,0.4574,0.1674,0.5411,0.282,156,109,30.0,insdet-cam01_2026-04-16_18-39-04-431796.jpg
insdet-cam01,1,2026-04-16T18:39:04.431796,insect,0.9,2,TRACKED,0.6221,0.672,0.6783,0.7854,156,109,30.0,insdet-cam01_2026-04-16_18-39-04-431796.jpg
insdet-cam01,1,2026-04-16T18:39:04.431796,insect,0.94,3,TRACKED,0.7082,0.3373,0.78,0.4761,156,109,30.0,insdet-cam01_2026-04-16_18-39-04-431796.jpg
insdet-cam01,1,2026-04-16T18:39:04.431796,insect,0.92,4,TRACKED,0.1771,0.1311,0.2612,0.2685,156,109,30.0,insdet-cam01_2026-04-16_18-39-04-431796.jpg
insdet-cam01,1,2026-04-16T18:39:04.431796,insect,0.92,6,TRACKED,0.2666,0.6402,0.3209,0.7414,156,109,30.0,insdet-cam01_2026-04-16_18-39-04-431796.jpg
insdet-cam01,1,2026-04-16T18:39:06.445082,insect,0.92,1,TRACKED,0.4572,0.1675,0.5411,0.2816,156,109,30.0,insdet-cam01_2026-04-16_18-39-06-445082.jpg
insdet-cam01,1,2026-04-16T18:39:06.445082,insect,0.9,2,TRACKED,0.622,0.6719,0.6784,0.7851,156,109,30.0,insdet-cam01_2026-04-16_18-39-06-445082.jpg
insdet-cam01,1,2026-04-16T18:39:06.445082,insect,0.95,3,TRACKED,0.7132,0.3371,0.7806,0.4751,156,109,30.0,insdet-cam01_2026-04-16_18-39-06-445082.jpg
insdet-cam01,1,2026-04-16T18:39:06.445082,insect,0.91,4,TRACKED,0.1761,0.1301,0.2633,0.2684,156,109,30.0,insdet-cam01_2026-04-16_18-39-06-445082.jpg
insdet-cam01,1,2026-04-16T18:39:06.445082,insect,0.92,6,TRACKED,0.2667,0.6401,0.3208,0.7417,156,109,30.0,insdet-cam01_2026-04-16_18-39-06-445082.jpg
insdet-cam01,1,2026-04-16T18:39:08.458632,insect,0.93,1,TRACKED,0.457,0.1676,0.5413,0.2816,156,109,30.0,insdet-cam01_2026-04-16_18-39-08-458632.jpg
insdet-cam01,1,2026-04-16T18:39:08.458632,insect,0.9,2,TRACKED,0.6223,0.6726,0.6782,0.7863,156,109,30.0,insdet-cam01_2026-04-16_18-39-08-458632.jpg
insdet-cam01,1,2026-04-16T18:39:08.458632,insect,0.94,3,TRACKED,0.7124,0.3373,0.7807,0.4796,156,109,30.0,insdet-cam01_2026-04-16_18-39-08-458632.jpg
insdet-cam01,1,2026-04-16T18:39:08.458632,insect,0.91,4,TRACKED,0.1753,0.1312,0.2617,0.2683,156,109,30.0,insdet-cam01_2026-04-16_18-39-08-458632.jpg
insdet-cam01,1,2026-04-16T18:39:08.458632,insect,0.91,6,TRACKED,0.2664,0.6398,0.3206,0.7415,156,109,30.0,insdet-cam01_2026-04-16_18-39-08-458632.jpg
insdet-cam01,1,2026-04-16T18:39:10.521422,insect,0.92,1,TRACKED,0.4572,0.1676,0.5412,0.2817,156,109,30.0,insdet-cam01_2026-04-16_18-39-10-521422.jpg
insdet-cam01,1,2026-04-16T18:39:10.521422,insect,0.91,2,TRACKED,0.622,0.6723,0.6784,0.7859,156,109,30.0,insdet-cam01_2026-04-16_18-39-10-521422.jpg
insdet-cam01,1,2026-04-16T18:39:10.521422,insect,0.94,3,TRACKED,0.7136,0.3368,0.7802,0.4768,156,109,30.0,insdet-cam01_2026-04-16_18-39-10-521422.jpg
insdet-cam01,1,2026-04-16T18:39:10.521422,insect,0.92,4,TRACKED,0.1768,0.1294,0.2629,0.2687,156,109,30.0,insdet-cam01_2026-04-16_18-39-10-521422.jpg
insdet-cam01,1,2026-04-16T18:39:10.521422,insect,0.91,6,TRACKED,0.2666,0.6398,0.3205,0.7412,156,109,30.0,insdet-cam01_2026-04-16_18-39-10-521422.jpg
insdet-cam01,1,2026-04-16T18:39:12.583525,insect,0.93,1,TRACKED,0.4572,0.1675,0.5412,0.2818,156,109,30.0,insdet-cam01_2026-04-16_18-39-12-583525.jpg
insdet-cam01,1,2026-04-16T18:39:12.583525,insect,0.91,2,TRACKED,0.6221,0.6724,0.6784,0.7854,156,109,30.0,insdet-cam01_2026-04-16_18-39-12-583525.jpg
insdet-cam01,1,2026-04-16T18:39:12.583525,insect,0.95,3,TRACKED,0.715,0.3374,0.7809,0.4767,156,109,30.0,insdet-cam01_2026-04-16_18-39-12-583525.jpg
insdet-cam01,1,2026-04-16T18:39:12.583525,insect,0.92,4,TRACKED,0.177,0.1305,0.2622,0.269,156,109,30.0,insdet-cam01_2026-04-16_18-39-12-583525.jpg
insdet-cam01,1,2026-04-16T18:39:12.583525,insect,0.92,6,TRACKED,0.2664,0.6399,0.3204,0.7412,156,109,30.0,insdet-cam01_2026-04-16_18-39-12-583525.jpg
insdet-cam01,1,2026-04-16T18:39:14.696964,insect,0.92,1,TRACKED,0.4571,0.1673,0.5412,0.2814,156,109,30.0,insdet-cam01_2026-04-16_18-39-14-696964.jpg
insdet-cam01,1,2026-04-16T18:39:14.696964,insect,0.91,2,TRACKED,0.622,0.6723,0.6785,0.7848,156,109,30.0,insdet-cam01_2026-04-16_18-39-14-696964.jpg
insdet-cam01,1,2026-04-16T18:39:14.696964,insect,0.94,3,TRACKED,0.7135,0.3366,0.7802,0.4753,156,109,30.0,insdet-cam01_2026-04-16_18-39-14-696964.jpg
insdet-cam01,1,2026-04-16T18:39:14.696964,insect,0.93,4,TRACKED,0.1766,0.1303,0.2655,0.2681,156,109,30.0,insdet-cam01_2026-04-16_18-39-14-696964.jpg
insdet-cam01,1,2026-04-16T18:39:14.696964,insect,0.9,6,TRACKED,0.2665,0.6399,0.3204,0.7415,156,109,30.0,insdet-cam01_2026-04-16_18-39-14-696964.jpg
insdet-cam01,1,2026-04-16T18:39:16.809013,insect,0.93,1,TRACKED,0.457,0.1674,0.5411,0.2815,156,109,30.0,insdet-cam01_2026-04-16_18-39-16-809013.jpg
insdet-cam01,1,2026-04-16T18:39:16.809013,insect,0.91,2,TRACKED,0.6222,0.6723,0.6782,0.7854,156,109,30.0,insdet-cam01_2026-04-16_18-39-16-809013.jpg
insdet-cam01,1,2026-04-16T18:39:16.809013,insect,0.94,3,TRACKED,0.7112,0.337,0.7804,0.4741,156,109,30.0,insdet-cam01_2026-04-16_18-39-16-809013.jpg
insdet-cam01,1,2026-04-16T18:39:16.809013,insect,0.93,4,TRACKED,0.1766,0.1294,0.2619,0.2703,156,109,30.0,insdet-cam01_2026-04-16_18-39-16-809013.jpg
insdet-cam01,1,2026-04-16T18:39:16.809013,insect,0.92,6,TRACKED,0.2667,0.6404,0.3203,0.7413,156,109,30.0,insdet-cam01_2026-04-16_18-39-16-809013.jpg
insdet-cam01,1,2026-04-16T18:39:18.873010,insect,0.92,1,TRACKED,0.4571,0.1676,0.541,0.2812,156,109,30.0,insdet-cam01_2026-04-16_18-39-18-873010.jpg
insdet-cam01,1,2026-04-16T18:39:18.873010,insect,0.91,2,TRACKED,0.6223,0.6723,0.6782,0.7855,156,109,30.0,insdet-cam01_2026-04-16_18-39-18-873010.jpg
insdet-cam01,1,2026-04-16T18:39:18.873010,insect,0.94,3,TRACKED,0.7124,0.3371,0.7805,0.475,156,109,30.0,insdet-cam01_2026-04-16_18-39-18-873010.jpg
insdet-cam01,1,2026-04-16T18:39:18.873010,insect,0.93,4,TRACKED,0.1768,0.1311,0.2662,0.2688,156,109,30.0,insdet-cam01_2026-04-16_18-39-18-873010.jpg
insdet-cam01,1,2026-04-16T18:39:18.873010,insect,0.91,6,TRACKED,0.2667,0.6399,0.3206,0.7414,156,109,30.0,insdet-cam01_2026-04-16_18-39-18-873010.jpg
insdet-cam01,1,2026-04-16T18:39:20.933089,insect,0.93,1,TRACKED,0.457,0.1679,0.541,0.2815,156,109,30.0,insdet-cam01_2026-04-16_18-39-20-933089.jpg
insdet-cam01,1,2026-04-16T18:39:20.933089,insect,0.91,2,TRACKED,0.6217,0.6717,0.6786,0.7856,156,109,30.0,insdet-cam01_2026-04-16_18-39-20-933089.jpg
insdet-cam01,1,2026-04-16T18:39:20.933089,insect,0.94,3,TRACKED,0.7126,0.337,0.7798,0.4745,156,109,30.0,insdet-cam01_2026-04-16_18-39-20-933089.jpg
insdet-cam01,1,2026-04-16T18:39:20.933089,insect,0.92,4,TRACKED,0.1754,0.1295,0.2633,0.2689,156,109,30.0,insdet-cam01_2026-04-16_18-39-20-933089.jpg
insdet-cam01,1,2026-04-16T18:39:20.933089,insect,0.93,6,TRACKED,0.2668,0.6402,0.3204,0.7418,156,109,30.0,insdet-cam01_2026-04-16_18-39-20-933089.jpg
insdet-cam01,1,2026-04-16T18:39:22.945652,insect,0.92,1,TRACKED,0.4565,0.1674,0.542,0.2809,156,109,30.0,insdet-cam01_2026-04-16_18-39-22-945652.jpg
insdet-cam01,1,2026-04-16T18:39:22.945652,insect,0.91,2,TRACKED,0.6222,0.6731,0.6781,0.786,156,109,30.0,insdet-cam01_2026-04-16_18-39-22-945652.jpg
insdet-cam01,1,2026-04-16T18:39:22.945652,insect,0.93,3,TRACKED,0.7138,0.3365,0.7802,0.473,156,109,30.0,insdet-cam01_2026-04-16_18-39-22-945652.jpg
insdet-cam01,1,2026-04-16T18:39:22.945652,insect,0.92,4,TRACKED,0.1767,0.1293,0.263,0.2681,156,109,30.0,insdet-cam01_2026-04-16_18-39-22-945652.jpg
insdet-cam01,1,2026-04-16T18:39:22.945652,insect,0.92,6,TRACKED,0.2667,0.6401,0.3204,0.7415,156,109,30.0,insdet-cam01_2026-04-16_18-39-22-945652.jpg
insdet-cam01,1,2026-04-16T18:39:25.008981,insect,0.93,1,TRACKED,0.4571,0.1676,0.5412,0.2817,156,109,30.0,insdet-cam01_2026-04-16_18-39-25-008981.jpg
insdet-cam01,1,2026-04-16T18:39:25.008981,insect,0.91,2,TRACKED,0.6223,0.6724,0.6785,0.7852,156,109,30.0,insdet-cam01_2026-04-16_18-39-25-008981.jpg
insdet-cam01,1,2026-04-16T18:39:25.008981,insect,0.94,3,TRACKED,0.7121,0.3371,0.7804,0.4805,156,109,30.0,insdet-cam01_2026-04-16_18-39-25-008981.jpg
insdet-cam01,1,2026-04-16T18:39:25.008981,insect,0.92,4,TRACKED,0.1769,0.1305,0.2608,0.2683,156,109,30.0,insdet-cam01_2026-04-16_18-39-25-008981.jpg
insdet-cam01,1,2026-04-16T18:39:25.008981,insect,0.91,6,TRACKED,0.2664,0.6399,0.3206,0.7412,156,109,30.0,insdet-cam01_2026-04-16_18-39-25-008981.jpg
insdet-cam01,1,2026-04-16T18:39:27.120810,insect,0.92,1,TRACKED,0.4571,0.1678,0.5412,0.2814,156,109,30.0,insdet-cam01_2026-04-16_18-39-27-120810.jpg
insdet-cam01,1,2026-04-16T18:39:27.120810,insect,0.91,2,TRACKED,0.622,0.673,0.6782,0.7852,156,109,30.0,insdet-cam01_2026-04-16_18-39-27-120810.jpg
insdet-cam01,1,2026-04-16T18:39:27.120810,insect,0.95,3,TRACKED,0.7122,0.3365,0.7804,0.4759,156,109,30.0,insdet-cam01_2026-04-16_18-39-27-120810.jpg
insdet-cam01,1,2026-04-16T18:39:27.120810,insect,0.91,4,TRACKED,0.1758,0.1309,0.263,0.2686,156,109,30.0,insdet-cam01_2026-04-16_18-39-27-120810.jpg
insdet-cam01,1,2026-04-16T18:39:27.120810,insect,0.92,6,TRACKED,0.2668,0.6401,0.3204,0.7415,156,109,30.0,insdet-cam01_2026-04-16_18-39-27-120810.jpg
insdet-cam01,1,2026-04-16T18:39:29.183596,insect,0.93,1,TRACKED,0.4571,0.1675,0.5413,0.2819,156,109,30.0,insdet-cam01_2026-04-16_18-39-29-183596.jpg
insdet-cam01,1,2026-04-16T18:39:29.183596,insect,0.9,2,TRACKED,0.6222,0.6725,0.6783,0.7866,156,109,30.0,insdet-cam01_2026-04-16_18-39-29-183596.jpg
insdet-cam01,1,2026-04-16T18:39:29.183596,insect,0.93,3,TRACKED,0.7103,0.3373,0.7807,0.4787,156,109,30.0,insdet-cam01_2026-04-16_18-39-29-183596.jpg
insdet-cam01,1,2026-04-16T18:39:29.183596,insect,0.93,4,TRACKED,0.1764,0.1299,0.2627,0.2689,156,109,30.0,insdet-cam01_2026-04-16_18-39-29-183596.jpg
insdet-cam01,1,2026-04-16T18:39:29.183596,insect,0.92,6,TRACKED,0.2665,0.6405,0.3204,0.7423,156,109,30.0,insdet-cam01_2026-04-16_18-39-29-183596.jpg
insdet-cam01,1,2026-04-16T18:39:31.246829,insect,0.93,1,TRACKED,0.4567,0.1676,0.5415,0.281,156,109,30.0,insdet-cam01_2026-04-16_18-39-31-246829.jpg
insdet-cam01,1,2026-04-16T18:39:31.246829,insect,0.91,2,TRACKED,0.6221,0.6729,0.678,0.7852,156,109,30.0,insdet-cam01_2026-04-16_18-39-31-246829.jpg
insdet-cam01,1,2026-04-16T18:39:31.246829,insect,0.93,3,TRACKED,0.7111,0.3361,0.7808,0.4904,156,109,30.0,insdet-cam01_2026-04-16_18-39-31-246829.jpg
insdet-cam01,1,2026-04-16T18:39:31.246829,insect,0.92,4,TRACKED,0.1771,0.1304,0.2608,0.2687,156,109,30.0,insdet-cam01_2026-04-16_18-39-31-246829.jpg
insdet-cam01,1,2026-04-16T18:39:31.246829,insect,0.93,6,TRACKED,0.2665,0.6401,0.3205,0.7416,156,109,30.0,insdet-cam01_2026-04-16_18-39-31-246829.jpg
insdet-cam01,1,2026-04-16T18:39:33.258125,insect,0.92,1,TRACKED,0.4569,0.1676,0.5413,0.2817,156,109,30.0,insdet-cam01_2026-04-16_18-39-33-258125.jpg
insdet-cam01,1,2026-04-16T18:39:33.258125,insect,0.91,2,TRACKED,0.6221,0.6725,0.6779,0.7861,156,109,30.0,insdet-cam01_2026-04-16_18-39-33-258125.jpg
insdet-cam01,1,2026-04-16T18:39:33.258125,insect,0.94,3,TRACKED,0.7108,0.3377,0.78,0.4793,156,109,30.0,insdet-cam01_2026-04-16_18-39-33-258125.jpg
insdet-cam01,1,2026-04-16T18:39:33.258125,insect,0.92,4,TRACKED,0.1764,0.1303,0.261,0.2685,156,109,30.0,insdet-cam01_2026-04-16_18-39-33-258125.jpg
insdet-cam01,1,2026-04-16T18:39:33.258125,insect,0.92,6,TRACKED,0.2666,0.64,0.3206,0.7418,156,109,30.0,insdet-cam01_2026-04-16_18-39-33-258125.jpg
insdet-cam01,1,2026-04-16T18:39:35.371311,insect,0.92,1,TRACKED,0.4573,0.1676,0.5412,0.2818,156,109,30.0,insdet-cam01_2026-04-16_18-39-35-371311.jpg
insdet-cam01,1,2026-04-16T18:39:35.371311,insect,0.91,2,TRACKED,0.6224,0.6724,0.678,0.786,156,109,30.0,insdet-cam01_2026-04-16_18-39-35-371311.jpg
insdet-cam01,1,2026-04-16T18:39:35.371311,insect,0.94,3,TRACKED,0.7123,0.3371,0.7806,0.4787,156,109,30.0,insdet-cam01_2026-04-16_18-39-35-371311.jpg
insdet-cam01,1,2026-04-16T18:39:35.371311,insect,0.92,4,TRACKED,0.177,0.1278,0.2611,0.2706,156,109,30.0,insdet-cam01_2026-04-16_18-39-35-371311.jpg
insdet-cam01,1,2026-04-16T18:39:35.371311,insect,0.92,6,TRACKED,0.2665,0.64,0.3204,0.7419,156,109,30.0,insdet-cam01_2026-04-16_18-39-35-371311.jpg
